   jpnij     jpi     jpj     jpk  jpiglo  jpjglo
     317      27      25      40     398     898
NAREA nlci nlcj nldi nldj nlei nlej nimpp njmpp
    1   27   25    2    1   26   24   76    1
    2   27   25    2    1   26   24  101    1
    3   27   25    2    1   26   24  126    1
    4   27   25    2    1   26   24  151    1
    5   27   25    2    1   26   24  176    1
    6   27   25    2    1   26   24  201    1
    7   27   25    2    2   26   24   76   24
    8   27   25    2    2   26   24  101   24
    9   27   25    2    2   26   24  126   24
   10   27   25    2    2   26   24  151   24
   11   27   25    2    2   26   24  176   24
   12   27   25    2    2   26   24  201   24
   13   27   25    2    2   26   24  226   24
   14   27   25    2    2   26   24  101   47
   15   27   25    2    2   26   24  126   47
   16   27   25    2    2   26   24  151   47
   17   27   25    2    2   26   24  176   47
   18   27   25    2    2   26   24  201   47
   19   27   25    2    2   26   24  226   47
   20   27   25    2    2   26   24   76   70
   21   27   25    2    2   26   24  101   70
   22   27   25    2    2   26   24  126   70
   23   27   25    2    2   26   24  151   70
   24   27   25    2    2   26   24  176   70
   25   27   25    2    2   26   24  201   70
   26   27   25    2    2   26   24  226   70
   27   27   25    2    2   26   24  251   70
   28   27   25    2    2   26   24  101   93
   29   27   25    2    2   26   24  126   93
   30   27   25    2    2   26   24  151   93
   31   27   25    2    2   26   24  176   93
   32   27   25    2    2   26   24  201   93
   33   27   25    2    2   26   24  226   93
   34   27   25    2    2   26   24  251   93
   35   27   25    2    2   26   24  151  116
   36   27   25    2    2   26   24  176  116
   37   27   25    2    2   26   24  201  116
   38   27   25    2    2   26   24  226  116
   39   27   25    2    2   26   24  251  116
   40   27   25    2    2   26   24  276  116
   41   26   25    2    2   25   24  301  116
   42   27   25    2    2   26   24  176  139
   43   27   25    2    2   26   24  201  139
   44   27   25    2    2   26   24  226  139
   45   27   25    2    2   26   24  251  139
   46   27   25    2    2   26   24  276  139
   47   26   25    2    2   25   24  301  139
   48   27   25    2    2   26   24  201  162
   49   27   25    2    2   26   24  226  162
   50   27   25    2    2   26   24  251  162
   51   27   25    2    2   26   24  276  162
   52   26   25    2    2   25   24  301  162
   53   27   25    2    2   26   24  176  185
   54   27   25    2    2   26   24  201  185
   55   27   25    2    2   26   24  226  185
   56   27   25    2    2   26   24  251  185
   57   27   25    2    2   26   24  276  185
   58   26   25    2    2   25   24  301  185
   59   26   25    2    2   25   24  325  185
   60   27   25    2    2   26   24  176  208
   61   27   25    2    2   26   24  201  208
   62   27   25    2    2   26   24  226  208
   63   27   25    2    2   26   24  251  208
   64   27   25    2    2   26   24  276  208
   65   26   25    2    2   25   24  301  208
   66   26   25    2    2   25   24  325  208
   67   27   25    2    2   26   24  126  231
   68   27   25    2    2   26   24  151  231
   69   27   25    2    2   26   24  176  231
   70   27   25    2    2   26   24  201  231
   71   27   25    2    2   26   24  226  231
   72   27   25    2    2   26   24  251  231
   73   27   25    2    2   26   24  276  231
   74   26   25    2    2   25   24  301  231
   75   26   25    2    2   25   24  325  231
   76   27   25    2    2   26   24  101  254
   77   27   25    2    2   26   24  126  254
   78   27   25    2    2   26   24  151  254
   79   27   25    2    2   26   24  176  254
   80   27   25    2    2   26   24  201  254
   81   27   25    2    2   26   24  226  254
   82   27   25    2    2   26   24  251  254
   83   27   25    2    2   26   24  276  254
   84   26   25    2    2   25   24  301  254
   85   26   25    2    2   25   24  325  254
   86   26   25    2    2   25   24  349  254
   87   27   25    2    2   26   24   51  277
   88   27   25    2    2   26   24   76  277
   89   27   25    2    2   26   24  101  277
   90   27   25    2    2   26   24  126  277
   91   27   25    2    2   26   24  151  277
   92   27   25    2    2   26   24  176  277
   93   27   25    2    2   26   24  201  277
   94   27   25    2    2   26   24  226  277
   95   27   25    2    2   26   24  251  277
   96   27   25    2    2   26   24  276  277
   97   26   25    2    2   25   24  301  277
   98   26   25    2    2   25   24  325  277
   99   26   25    2    2   25   24  349  277
  100   27   25    2    2   26   24   51  300
  101   27   25    2    2   26   24   76  300
  102   27   25    2    2   26   24  101  300
  103   27   25    2    2   26   24  126  300
  104   27   25    2    2   26   24  151  300
  105   27   25    2    2   26   24  176  300
  106   27   25    2    2   26   24  201  300
  107   27   25    2    2   26   24  226  300
  108   27   25    2    2   26   24  251  300
  109   27   25    2    2   26   24  276  300
  110   26   25    2    2   25   24  301  300
  111   26   25    2    2   25   24  325  300
  112   26   25    2    2   25   24  349  300
  113   27   25    2    2   26   24   26  323
  114   27   25    2    2   26   24   51  323
  115   27   25    2    2   26   24   76  323
  116   27   25    2    2   26   24  101  323
  117   27   25    2    2   26   24  176  323
  118   27   25    2    2   26   24  201  323
  119   27   25    2    2   26   24  226  323
  120   27   25    2    2   26   24  251  323
  121   27   25    2    2   26   24  276  323
  122   26   25    2    2   25   24  301  323
  123   26   25    2    2   25   24  325  323
  124   27   25    1    2   26   24    1  346
  125   27   25    2    2   26   24   26  346
  126   27   25    2    2   26   24   51  346
  127   27   25    2    2   26   24   76  346
  128   27   25    2    2   26   24  101  346
  129   27   25    2    2   26   24  176  346
  130   27   25    2    2   26   24  201  346
  131   27   25    2    2   26   24  226  346
  132   27   25    2    2   26   24  251  346
  133   27   25    2    2   26   24  276  346
  134   26   25    2    2   25   24  301  346
  135   26   25    2    2   25   24  325  346
  136   26   25    2    2   25   24  349  346
  137   27   25    1    2   26   24    1  369
  138   27   25    2    2   26   24   26  369
  139   27   25    2    2   26   24   51  369
  140   27   25    2    2   26   24   76  369
  141   27   25    2    2   26   24  176  369
  142   27   25    2    2   26   24  201  369
  143   27   25    2    2   26   24  226  369
  144   27   25    2    2   26   24  251  369
  145   27   25    2    2   26   24  276  369
  146   26   25    2    2   25   24  301  369
  147   26   25    2    2   25   24  325  369
  148   26   25    2    2   25   24  349  369
  149   27   25    1    2   26   24    1  392
  150   27   25    2    2   26   24   26  392
  151   27   25    2    2   26   24   51  392
  152   27   25    2    2   26   24  201  392
  153   27   25    2    2   26   24  226  392
  154   27   25    2    2   26   24  251  392
  155   27   25    2    2   26   24  276  392
  156   26   25    2    2   25   24  301  392
  157   26   25    2    2   25   24  325  392
  158   26   25    2    2   25   24  349  392
  159   26   25    2    2   26   24  373  392
  160   27   25    1    2   26   24    1  415
  161   27   25    2    2   26   24   26  415
  162   27   25    2    2   26   24  201  415
  163   27   25    2    2   26   24  226  415
  164   27   25    2    2   26   24  251  415
  165   27   25    2    2   26   24  276  415
  166   26   25    2    2   25   24  301  415
  167   26   25    2    2   25   24  325  415
  168   26   25    2    2   25   24  349  415
  169   26   25    2    2   26   24  373  415
  170   27   25    1    2   26   24    1  438
  171   27   25    2    2   26   24  201  438
  172   27   25    2    2   26   24  226  438
  173   27   25    2    2   26   24  251  438
  174   27   25    2    2   26   24  276  438
  175   26   25    2    2   25   24  301  438
